"CODVIAJE"	"EDAD"	"CLIMA"	"CONGESTION"	"PAVIMENTO"	"INCIDENTE"	"MERIDIANO"	"HPICOHVALLE"	"GENERO"	"TIEMPO_PROFESION"	"HORASTRABAJO"	"NIVELEDUCATIVO"	"INFOTRAFICO"	"CinturonDeSeguridad"	"FrenoRapidoBrusco"	"UsaDireccionales"	"AceleraFrenaBruscamenteSemaforo"	"CulebreaConFrecuencia"	"OmiteLimiteVelocidad"	"IgnoraSenhalPare"	"UsoCelular"	"ActitudAgresiva"	"ViolacNormas"	"IdViaje"	"NivelEducativo"	"DispMobiles"	"SatisfDispMob"	"ComunicVerbal"	"Ansiedad"	"ComunicAfectiva"	"PresPersonal"	"AmbTrabajo"	"StressAlCond"	"HabProsoc"	"AmbLaboral"	"Stress"	"HabProsociales"	"DISTAlt1"	"TIEMPOAlt1"	"VELAlt1"	"DISTAlt2"	"TIEMPOAlt2"	"VELAlt2"	"DISTAlt3"	"TIEMPOAlt3"	"VELAlt3"	"DISTEC"	"TIEMPOEC"	"VELPROMEC"	"VELTOTALEC"	"COSTO"	"CHOICE"
"232"	244	1	"1"	"3"	"1"	"1"	"2"	"1"	1	4	12	1	1	1	1	1	1	3	1	1	1	0.085	0.299	116	1	4	1	6	3	3	4	4	3	3	0.394	0.324	0.304	6.3	17	22.2352941176471	6.8	17	24	6	19	18.9473684210526	6.2045876599974	18.2823333303134	27.957384011684	20.3625682167487	11700	4
"233"	245	1	"1"	"3"	"1"	"1"	"1"	"2"	1	5	12	4	1	5	3	5	1	3	1	1	1	0.465	0.056	189	4	5	2	1	1	4	1	1	1	1	0.046	0.099	0.545	4.4	13	20.3076923076923	5.6	14	24	0	0	0	3.98825113689727	16.2671000003815	19.887230006786	14.7103705152255	10900	1
"234"	246	2	"1"	"1"	"1"	"1"	"1"	"1"	1	5	12	2	1	5	1	5	1	1	1	1	1	0.102	0.141	99	2	1	0	10	1	1	1	1	1	1	0.076	0.158	0.257	4.5	22	12.2727272727273	6.1	30	12.2	5.7	31	11.0322580645161	5.31076097059055	25.3168333331744	22.3833713518908	12.586315754502	11700	4
"235"	247	3	"1"	"1"	"1"	"1"	"1"	"2"	1	20	12	0	1	5	1	5	1	3	1	1	1	0.139	0.135	179	0	1	0	6	1	1	1	1	1	1	0.073	0.152	0.26	2.7	9	18	3.5	10	21	5	11	27.2727272727273	2.76889961684186	7.93821666638056	28.8042607958749	20.928375224893	6800	1
"236"	248	4	"1"	"6"	"1"	"2"	"1"	"2"	1	23	12	1	2	5	3	5	5	3	1	1	1	0.637	0.085	60	1	4	1	4	6	4	3	3	3	1	0.238	0.389	0.413	9.8	24	24.5	10.8	28	23.1428571428571	11.4	42	16.2857142857143	11.9266631685472	44.5809999982516	25.2193295388577	16.0516765021174	20800	4
"237"	249	4	"2"	"6"	"1"	"1"	"1"	"2"	1	25	12	1	1	1	3	5	1	3	1	1	1	0.435	0.118	379	1	1	0	5	3	1	1	1	3	1	0.045	0.388	0.201	5.3	15	21.2	5.3	18	17.6666666666667	6.2	20	18.6	6.37865909309621	21.6992166678111	21.2425987294274	17.6374821010707	10800	1
"238"	250	3	"1"	"6"	"1"	"2"	"1"	"1"	1	17	8	0	2	5	1	5	1	3	1	1	1	0.139	0.135	337	0	2	1	10	1	1	1	1	1	1	0.076	0.158	0.257	9.2	26	21.2307692307692	9.3	28	19.9285714285714	9.5	31	18.3870967741935	9.029281125522	26.7045500000318	26.9711084152676	20.2870622246275	15200	4
"239"	251	2	"1"	"4"	"1"	"1"	"1"	"1"	1	2	14	3	1	1	1	5	1	3	1	1	1	0.108	0.198	229	3	3	1	10	1	1	1	1	1	1	0.076	0.158	0.257	4.8	13	22.1538461538462	5.7	15	22.8	7	17	24.7058823529412	4.47642988618897	14.433383333683	32.0831540990942	18.6086509976177	8700	4
"240"	252	3	"1"	"1"	"1"	"1"	"2"	"1"	1	45	17	1	2	1	5	1	5	5	1	3	1	0.898	0.41	42	1	1	6	5	4	2	2	2	7	2	0.12	0.755	0.164	4.3	14	18.4285714285714	5.6	15	22.4	4.5	16	16.875	3.49942863757503	8.85538333257039	41.0358703969024	23.7105171361968	9500	4
"241"	253	4	"2"	"2"	"1"	"2"	"2"	"2"	1	30	12	4	2	1	1	5	1	3	1	1	1	0.108	0.198	361	4	1	0	6	2	2	3	3	2	2	0.291	0.228	0.27	3.7	15	14.8	4	21	11.4285714285714	5.5	20	16.5	4.01281219328497	13.9730000019073	64.938995035382	17.2309977502492	8800	4
"242"	254	2	"2"	"1"	"1"	"1"	"2"	"1"	1	15	10	1	1	5	1	5	1	3	1	1	1	0.139	0.135	117	1	1	0	6	2	1	1	1	2	1	0.059	0.271	0.23	5.2	10	31.2	5.9	13	27.2307692307692	5.3	12	26.5	3.7254545334453	11.2705500006676	29.8634152360692	19.832862814457	7800	4
"243"	255	4	"1"	"4"	"1"	"2"	"1"	"1"	1	44	10	1	1	5	1	5	1	3	1	1	1	0.139	0.135	92	1	1	0	5	1	1	1	1	2	1	0.063	0.241	0.238	10.1	23	26.3478260869565	11	26	25.3846153846154	10.9	30	21.8	9.79190231782821	28.3879999995232	28.1242214652039	20.6958623037749	16000	1
"244"	256	3	"1"	"1"	"1"	"1"	"2"	"1"	1	12	12	3	1	5	1	5	1	3	1	1	1	0.139	0.135	107	3	1	0	10	1	1	1	1	1	1	0.076	0.158	0.257	4	15	16	4.5	14	19.2857142857143	4.9	18	16.3333333333333	4.33655049307338	19.5930499990781	20.0111190340325	13.2798635024483	9700	2
"245"	257	1	"1"	"1"	"1"	"1"	"1"	"1"	1	5	14	1	1	1	1	5	1	3	1	1	3	0.119	0.2	154	1	3	1	7	1	1	1	1	1	1	0.074	0.153	0.259	4.6	11	25.0909090909091	6.8	17	24	0	0	0	3.75011049155141	9.30799999634425	29.4945974117294	24.1734668652188	9500	4
"246"	258	3	"1"	"5"	"3"	"1"	"2"	"2"	1	5	15	4	1	5	1	5	1	3	1	1	1	0.139	0.135	268	4	1	0	8	1	1	3	3	1	1	0.304	0.117	0.21	5.8	17	20.4705882352941	5.8	17	20.4705882352941	5.4	19	17.0526315789474	5.58000488843938	17.2694500009219	25.9650723211017	19.3868532749156	10800	1
"247"	259	3	"2"	"4"	"1"	"1"	"1"	"2"	1	18	12	1	2	1	1	3	1	3	1	1	1	0.097	0.248	380	1	3	2	6	1	1	1	1	1	1	0.073	0.152	0.26	5.6	15	22.4	6.1	19	19.2631578947368	6	20	18	5.88810177281286	13.9858333349228	43.2789658787168	25.2602828811503	10400	4
"248"	260	3	"2"	"6"	"1"	"2"	"2"	"2"	1	10	12	4	1	5	1	5	1	3	1	1	3	0.15	0.137	234	4	1	0	1	1	5	1	1	1	1	0.039	0.083	0.639	5.3	20	15.9	5.2	19	16.4210526315789	6.1	23	15.9130434782609	6.08561309108838	40.9663833340009	16.9176121027584	8.91308325873741	14700	3
"249"	261	3	"1"	"2"	"1"	"1"	"2"	"1"	1	15	14	2	2	5	1	3	1	1	1	1	1	0.091	0.192	104	2	1	0	9	4	2	1	2	2	1	0.101	0.308	0.296	3.9	11	21.2727272727273	4.6	14	19.7142857142857	3.6	17	12.7058823529412	2.79680927663283	7.89854999780655	27.023998251157	21.2454889371557	8000	1
"250"	262	3	"1"	"2"	"2"	"1"	"1"	"2"	1	7	12	1	1	5	1	5	1	3	1	1	3	0.15	0.137	275	1	1	0	6	1	1	1	1	1	1	0.073	0.152	0.26	5.3	13	24.4615384615385	5.9	16	22.125	7.3	15	29.2	5.86897318798678	20.1607666651408	24.3222891021838	17.4665178724615	11600	4
"251"	263	3	"1"	"4"	"1"	"1"	"1"	"2"	1	15	14	1	1	5	1	5	1	3	1	1	1	0.139	0.135	374	1	1	0	8	1	1	1	1	1	1	0.075	0.155	0.259	5.3	15	21.2	6.2	15	24.8	5.6	17	19.7647058823529	5.41640033387919	15.598766664664	27.6543910558704	20.8339561081416	10500	1
"252"	264	3	"1"	"4"	"1"	"1"	"2"	"1"	1	20	15	2	1	5	1	5	1	3	1	1	1	0.139	0.135	263	2	5	2	4	1	1	1	1	1	1	0.071	0.149	0.262	2.8	8	21	3	7	25.7142857142857	3.7	10	22.2	3.01967999181809	8.68023333549499	26.2133684515311	20.8728028966923	7000	4
"253"	265	2	"1"	"2"	"1"	"1"	"1"	"1"	1	11	8	1	2	5	1	5	1	1	3	1	1	0.077	0.271	285	1	5	2	8	2	1	1	2	1	1	0.125	0.173	0.24	5.3	15	21.2	5.2	13	24	6.2	20	18.6	4.67847657137103	12.9144999980927	35.1140951730694	21.7359242962345	9900	1
"254"	266	3	"2"	"2"	"1"	"1"	"2"	"2"	1	19	12	1	1	5	1	3	1	1	1	1	1	0.091	0.192	250	1	1	0	7	3	3	2	3	5	2	0.193	0.523	0.298	7.9	23	20.6086956521739	5.8	30	11.6	6.8	30	13.6	6.21782447821802	32.8849999984105	25.4170504449993	11.3446698710997	12500	4
"255"	267	2	"1"	"2"	"1"	"2"	"2"	"1"	1	20	12	1	1	5	3	1	1	1	1	1	1	0.406	0.163	44	1	1	7	9	1	1	2	5	2	1	0.346	0.197	0.175	4.4	15	17.6	4.7	18	15.6666666666667	5.6	18	18.6666666666667	4.32223843368142	14.5133333325386	28.1560983198078	17.8686935715493	8700	1
"256"	268	4	"1"	"4"	"1"	"1"	"1"	"1"	1	1	12	1	1	1	1	5	1	3	1	1	3	0.119	0.2	321	1	1	0	10	1	1	2	1	1	1	0.136	0.149	0.244	5.7	16	21.375	6.7	19	21.1578947368421	7.4	21	21.1428571428571	5.70876401059282	16.6514999985695	30.0941785326697	20.5702693850401	10400	1
"257"	269	3	"1"	"3"	"1"	"1"	"1"	"2"	1	8	12	2	1	5	1	5	1	3	1	1	1	0.139	0.135	206	2	1	0	6	1	1	1	1	1	1	0.073	0.152	0.26	4.4	12	22	3.9	13	18	4.4	14	18.8571428571429	3.9205273310027	12.8683333317439	25.6044134767491	18.2798839442469	8300	2
"258"	270	4	"1"	"6"	"1"	"1"	"2"	"2"	1	10	14	1	1	5	3	3	5	3	3	3	3	0.562	0.514	23	1	0	0	4	3	4	8	8	3	3	0.844	0.23	0.301	8.3	19	26.2105263157895	7.5	21	21.4285714285714	6.3	27	14	5.66825396255132	40.7876666665077	18.7467073513643	8.33818812274309	12800	4
"259"	271	3	"2"	"3"	"1"	"2"	"2"	"2"	1	3	16	1	2	1	1	5	5	1	3	1	1	0.217	0.363	136	1	6	1	10	1	1	2	1	2	2	0.136	0.25	0.215	8.8	33	16	9	37	14.5945945945946	9.3	36	15.5	7.38606559844173	42.3804499983788	16.7094949352442	10.4568010939822	16400	2
"260"	272	2	"1"	"2"	"2"	"1"	"1"	"1"	1	2	8	1	1	5	1	5	1	1	1	1	1	0.102	0.141	102	1	3	2	9	2	1	1	1	2	1	0.062	0.276	0.228	7.7	20	23.1	7.2	20	21.6	8.2	21	23.4285714285714	6.37883285981764	18.1256666660309	37.4643936227259	21.1153597073662	12000	4
"261"	273	3	"1"	"3"	"1"	"1"	"1"	"2"	1	20	-1	1	2	5	1	5	1	3	1	1	1	0.139	0.135	207	1	4	1	7	1	3	3	3	1	2	0.298	0.096	0.393	4.1	11	22.3636363636364	4.1	11	22.3636363636364	5.2	12	26	4.83158562029117	12.4356166680654	31.3713892658236	23.3116816765444	9000	4
"262"	274	2	"1"	"4"	"1"	"1"	"1"	"2"	1	14	12	0	1	5	1	5	1	3	1	1	1	0.139	0.135	354	0	4	1	6	1	1	2	1	1	1	0.133	0.143	0.247	6.4	16	24	5.6	16	21	6.5	20	19.5	4.86957782410663	15.0399999976158	45.707053842259	19.4265072801007	10300	4
"263"	275	4	"1"	"3"	"1"	"1"	"2"	"2"	1	32	10	1	2	5	1	5	1	1	1	1	1	0.102	0.141	325	1	1	6	10	5	1	2	2	2	1	0.165	0.344	0.182	4.3	17	15.1764705882353	3.7	20	11.1	4.7	22	12.8181818181818	3.61181830461217	20.8276666641235	18.62518029694	10.4048668423343	9200	2
"264"	276	3	"2"	"1"	"3"	"1"	"1"	"1"	1	13	10	4	1	1	1	5	1	1	1	1	1	0.071	0.204	139	4	1	0	4	1	1	1	3	1	1	0.181	0.128	0.239	5.3	13	24.4615384615385	6	16	22.5	5.2	14	22.2857142857143	4.25420055983641	14.4474499980609	24.7568319261878	17.6676184118612	9000	4
"265"	277	3	"1"	"3"	"1"	"1"	"1"	"1"	1	4	8	2	2	5	1	5	1	3	1	1	1	0.139	0.135	186	2	1	0	4	1	1	3	3	3	2	0.291	0.302	0.161	5.7	15	22.8	6.8	20	20.4	5.4	22	14.7272727272727	8.15542635918212	26.1476166685422	26.1698371487061	18.7139649381363	13800	4
"266"	279	3	"1"	"3"	"1"	"1"	"1"	"2"	1	8	12	2	1	5	1	5	1	3	1	1	1	0.139	0.135	223	2	1	0	10	1	1	1	1	1	1	0.076	0.158	0.257	4.4	15	17.6	4.7	17	16.5882352941176	5.6	17	19.7647058823529	5.0981156565362	20.761566666762	22.9840758385142	14.7333264537246	10200	4
"267"	280	2	"2"	"2"	"1"	"1"	"2"	"1"	1	20	12	1	1	5	3	3	5	3	1	1	3	0.636	0.139	133	1	1	0	10	1	1	3	1	2	3	0.206	0.252	0.197	3.4	16	12.75	3.6	16	13.5	0	0	0	2.71702148821917	19.8486166675886	15.0778195715507	8.21323178452799	7500	4
"268"	281	2	"1"	"2"	"2"	"1"	"2"	"1"	1	9	12	2	2	5	3	5	1	1	1	1	1	0.429	0.062	83	2	1	0	10	3	1	1	1	3	1	0.049	0.396	0.197	7.9	19	24.9473684210526	8.5	24	21.25	6.9	27	15.3333333333333	5.3734486710031	28.2178333322207	43.0414993931455	11.4256440763665	14100	4
"269"	282	3	"1"	"6"	"2"	"1"	"2"	"2"	1	14	14	4	1	5	3	3	1	3	1	1	1	0.454	0.106	237	4	1	0	6	1	1	1	1	1	1	0.073	0.152	0.26	6.2	27	13.7777777777778	6.4	31	12.3870967741935	6.7	35	11.4857142857143	6.47781469590991	35.5462666670481	30.1562559041486	10.934168850843	14300	4
"270"	283	3	"1"	"2"	"1"	"1"	"1"	"1"	1	5	14	1	1	5	1	5	1	3	1	1	1	0.139	0.135	356	1	4	1	10	1	1	1	1	1	1	0.076	0.158	0.257	3.9	10	23.4	3.6	10	21.6	3.6	11	19.6363636363636	3.65369159917094	12.5985499978065	24.5800382495889	17.4005338700425	8500	4
"271"	284	1	"1"	"2"	"1"	"1"	"2"	"1"	1	3	12	2	1	5	1	3	1	5	5	1	1	0.113	0.439	311	2	1	0	5	1	1	2	1	5	1	0.095	0.503	0.154	5.3	15	21.2	5.4	15	21.6	0	0	0	4.77208945504161	25.6709499994914	32.8952844049664	11.1536724316073	11600	4
"272"	285	4	"1"	"1"	"1"	"2"	"1"	"1"	1	4	12	1	2	5	1	5	1	1	1	1	1	0.102	0.141	342	1	1	0	10	2	1	2	4	2	1	0.287	0.238	0.179	5.8	13	26.7692307692308	6.5	15	26	6.7	15	26.8	6.0345151840793	17.3694500009219	69.78020613275	20.8452720739886	11900	4
"273"	286	3	"2"	"6"	"1"	"1"	"2"	"1"	1	30	12	1	1	5	1	5	1	3	1	1	1	0.139	0.135	303	1	4	2	5	1	2	1	1	1	2	0.074	0.146	0.35	8.3	27	18.4444444444444	8.3	29	17.1724137931035	8.4	33	15.2727272727273	8.8789053071806	34.2683833320936	22.2499050261493	15.5459425461694	18500	4
"274"	287	1	"2"	"2"	"1"	"1"	"2"	"2"	1	3	12	1	1	1	1	3	1	5	1	1	1	0.133	0.242	306	1	1	0	4	1	1	2	1	1	1	0.131	0.14	0.249	4.6	19	14.5263157894737	5.7	23	14.8695652173913	6	24	15	3.86194467872151	23.1580000003179	19.6546059896684	10.005902095177	10000	4
"275"	288	2	"2"	"2"	"1"	"1"	"2"	"2"	1	8	14	1	1	5	1	5	5	3	1	1	5	0.332	0.17	137	1	1	0	10	1	1	1	1	1	1	0.076	0.158	0.257	5.5	19	17.3684210526316	4.3	20	12.9	5.8	31	11.2258064516129	5.04052394632007	30.0437833309174	14.6065757317114	10.0663566052275	10200	2
"276"	289	3	"1"	"3"	"1"	"1"	"1"	"2"	1	-1	13	0	1	5	1	5	1	1	1	1	1	0.102	0.141	204	0	1	0	6	1	1	1	1	1	1	0.073	0.152	0.26	4.8	11	26.1818181818182	5.3	12	26.5	5.7	18	19	5.00681482457038	17.644716668129	25.1433874470878	17.0254300550397	9900	4
"277"	290	2	"1"	"1"	"1"	"1"	"1"	"2"	1	7	14	4	1	5	3	5	1	3	1	1	1	0.465	0.056	177	4	3	2	4	3	1	1	1	3	1	0.044	0.387	0.202	4.2	12	21	4.6	14	19.7142857142857	4.5	14	19.2857142857143	4.20894096549186	10.8097166657448	27.7545642837968	23.3619867882182	8600	1
"278"	291	3	"1"	"4"	"1"	"1"	"1"	"2"	1	17	12	0	1	5	1	5	1	3	1	1	1	0.139	0.135	283	0	1	0	10	1	1	1	1	1	1	0.076	0.158	0.257	7.3	16	27.375	8.3	18	27.6666666666667	8.4	19	26.5263157894737	6.78464537499685	16.4082166632016	39.33925049875	24.8094433938551	12700	3
"279"	292	3	"1"	"3"	"2"	"1"	"2"	"2"	1	12	10	1	1	1	3	1	5	5	3	3	1	0.546	0.619	239	1	1	4	7	4	2	2	5	7	1	0.278	0.716	0.133	5.6	19	17.6842105263158	5	20	15	5.3	20	15.9	4.58633828633034	18.1908333341281	24.173304986323	15.1274156672939	9800	2
"280"	293	3	"1"	"3"	"1"	"1"	"2"	"1"	1	17	12	2	1	5	1	5	1	3	1	1	1	0.139	0.135	338	2	3	1	10	1	1	2	2	1	1	0.191	0.139	0.232	6.3	19	19.8947368421053	6.8	24	17	7.1	24	17.75	6.06947837241627	23.795950003465	21.5075628153789	15.303810198456	11200	4
"281"	294	3	"1"	"3"	"1"	"2"	"2"	"1"	1	6	12	1	1	5	3	5	1	3	1	1	1	0.465	0.056	290	1	1	0	10	1	1	1	1	1	1	0.076	0.158	0.257	4.2	16	15.75	6	18	20	5.1	20	15.3	4.93732047897073	16.8468333323797	33.0125689143486	17.5842677904857	10000	4
"282"	295	4	"1"	"1"	"1"	"1"	"2"	"1"	1	30	12	2	2	5	1	5	1	1	1	1	1	0.102	0.141	278	2	1	0	10	2	1	1	3	2	1	0.173	0.257	0.204	5.6	17	19.7647058823529	6.1	19	19.2631578947368	5.8	24	14.5	3.54942125345304	13.2556166688601	25.7824903231275	16.066040571879	10200	4
"283"	296	2	"1"	"2"	"1"	"1"	"2"	"1"	1	4	12	0	1	1	1	5	1	1	3	1	1	0.046	0.334	6	0	5	3	3	5	5	6	7	3	2	0.643	0.287	0.425	4.5	16	16.875	5.7	17	20.1176470588235	6	19	18.9473684210526	4.6963874239327	14.9242166638374	22.2251660716747	18.8809404059876	9100	4
"284"	298	2	"1"	"1"	"1"	"1"	"1"	"1"	1	7	12	1	1	5	1	5	1	3	1	1	1	0.139	0.135	169	1	3	4	5	1	1	1	1	1	1	0.072	0.15	0.261	5.7	14	24.4285714285714	6.4	15	25.6	6.6	17	23.2941176470588	5.56813306447649	15.0069000005722	29.8074446263253	22.2622916029194	10500	1
"285"	299	4	"1"	"6"	"1"	"2"	"2"	"1"	1	25	12	0	1	5	1	5	1	3	1	1	1	0.139	0.135	339	0	1	0	10	1	1	1	1	1	1	0.076	0.158	0.257	5.1	15	20.4	4.5	19	14.2105263157895	4.7	19	14.8421052631579	4.87373613376537	20.0161666631699	122.376186190053	14.609399139546	11000	1
"286"	300	3	"1"	"4"	"1"	"1"	"1"	"1"	1	1	15	0	1	5	1	5	1	3	1	1	1	0.139	0.135	318	0	1	0	4	1	1	1	1	1	1	0.071	0.149	0.262	5.5	17	19.4117647058824	7.8	18	26	7.1	23	18.5217391304348	5.51956828469731	20.2942833304405	21.8873353776154	16.3185903975773	10700	4
"287"	301	2	"1"	"3"	"1"	"1"	"2"	"1"	1	18	12	1	1	5	3	5	5	1	1	1	1	0.6	0.091	46	1	1	0	5	6	3	3	2	7	1	0.155	0.778	0.237	4.9	12	24.5	6	13	27.6923076923077	5.6	17	19.7647058823529	4.6556874497535	15.4101166645686	54.2717881853225	18.1271338216069	9900	3
"288"	302	3	"1"	"2"	"1"	"1"	"2"	"2"	1	32	12	1	1	5	1	5	1	3	1	1	1	0.139	0.135	333	1	1	0	6	1	1	1	1	1	1	0.073	0.152	0.26	4.5	17	15.8823529411765	4.7	17	16.5882352941176	3.7	21	10.5714285714286	3.50111781858289	19.7058333317439	14.379155982241	10.6601464438745	8000	4
"289"	304	3	"1"	"6"	"1"	"1"	"2"	"2"	1	15	12	3	1	5	3	5	1	3	1	1	1	0.465	0.056	294	3	1	0	8	1	1	1	1	1	1	0.075	0.155	0.259	5	21	14.2857142857143	0	0	0	0	0	0	5.28631347739601	30.9927166700363	16.6030754354477	10.233978906096	11509	4
"290"	305	3	"1"	"6"	"1"	"2"	"1"	"1"	1	14	14	4	1	5	1	5	1	1	1	1	1	0.102	0.141	197	4	1	0	10	1	1	1	3	1	1	0.186	0.138	0.234	8	19	25.2631578947368	7.5	21	21.4285714285714	8.4	22	22.9090909090909	6.10349897919	28.520883333683	15.8384968707122	12.8400629975899	12000	4
"291"	306	2	"2"	"2"	"2"	"1"	"2"	"1"	1	10	12	1	1	1	5	1	5	5	3	3	5	0.895	0.545	96	1	5	1	7	3	4	4	8	3	5	0.627	0.291	0.34	4.6	14	19.7142857142857	5.7	18	19	5.8	17	20.4705882352941	4.33302796029511	13.019883330663	27.7846187565079	19.968049714042	8500	1
"292"	307	4	"1"	"2"	"1"	"1"	"2"	"1"	1	3	15	1	1	5	1	5	1	3	1	1	5	0.161	0.14	330	1	1	0	8	1	1	2	2	1	1	0.189	0.136	0.234	7.9	18	26.3333333333333	7.8	20	23.4	8.5	29	17.5862068965517	9.08545834301329	19.9940500020981	40.3924070299064	27.2644862108274	13800	1
"293"	308	3	"1"	"1"	"1"	"1"	"2"	"1"	1	14	12	1	1	5	1	3	1	1	1	1	1	0.091	0.192	288	1	1	4	10	8	8	4	3	7	5	0.267	0.791	0.641	3	9	20	3	9	20	4.6	11	25.0909090909091	2.20896130671692	6.14133333365122	68.4084782888787	21.5812546237769	6800	1
"294"	309	2	"1"	"1"	"1"	"1"	"2"	"1"	1	25	16	0	1	5	1	5	1	3	1	1	1	0.139	0.135	95	0	3	1	8	1	1	3	3	3	1	0.285	0.298	0.163	10.4	19	32.8421052631579	11.2	20	33.6	11.3	25	27.12	10.3703256088937	16.2635999997457	221.05105304504	38.2584136687667	17000	2
"295"	310	2	"1"	"3"	"1"	"1"	"1"	"1"	1	14	12	1	1	1	1	5	1	3	1	1	1	0.108	0.198	276	1	1	0	7	1	1	3	3	1	1	0.303	0.115	0.211	6.1	18	20.3333333333333	6.7	18	22.3333333333333	6.2	20	18.6	5.54531895378444	17.1418333331744	43.5805642810647	19.4097755333532	10600	4
"296"	311	3	"1"	"2"	"1"	"1"	"2"	"1"	1	8	12	1	1	5	1	5	1	3	1	1	1	0.139	0.135	164	1	1	0	6	1	1	3	1	1	1	0.192	0.134	0.234	6.6	16	24.75	7.3	23	19.0434782608696	8.9	24	22.25	6.66016118160946	20.3526666680972	26.3551313900956	19.6342659865283	12000	1
"297"	312	3	"1"	"1"	"1"	"1"	"2"	"1"	1	15	12	4	1	1	3	3	5	1	1	1	3	0.569	0.208	149	4	1	0	9	5	5	5	3	4	2	0.36	0.437	0.455	5.1	12	25.5	4.9	13	22.6153846153846	4.6	14	19.7142857142857	4.7309125729437	11.8762666662534	33.2389960284248	23.9010088231851	9500	2
"298"	313	2	"2"	"6"	"2"	"1"	"2"	"2"	1	9	14	1	1	5	1	5	1	1	3	1	3	0.088	0.273	188	1	1	0	7	4	4	2	1	1	1	0.099	0.185	0.507	4.9	23	12.7826086956522	5.4	26	12.4615384615385	4.9	28	10.5	4.18612778109409	51.9552833358447	19.8378716587851	4.83430463158231	16000	4
"299"	314	2	"2"	"2"	"1"	"1"	"2"	"2"	1	11	18	1	1	5	3	3	1	3	1	1	1	0.454	0.106	280	1	1	0	6	2	1	2	2	1	1	0.183	0.162	0.229	3.6	13	16.6153846153846	3.5	13	16.1538461538462	3.7	13	17.0769230769231	2.85795760692474	9.48733333349228	22.2240890097336	18.0743577133664	7000	1
"300"	315	2	"1"	"1"	"1"	"1"	"1"	"2"	1	1	14	1	1	5	3	1	5	1	1	1	1	0.577	0.193	203	1	3	3	10	2	1	1	2	2	2	0.127	0.278	0.21	3.3	10	19.8	3.9	9	26	5.5	12	27.5	3.40458586628116	13.5252166668574	21.164393094261	15.1032813010258	7800	1
"301"	316	2	"2"	"6"	"1"	"1"	"2"	"1"	1	1	14	2	1	5	1	5	1	3	1	1	1	0.139	0.135	123	2	1	0	7	1	1	1	1	1	1	0.074	0.153	0.259	6.7	24	16.75	5.8	25	13.92	6.1	27	13.5555555555556	5.14262984380534	30.9077166676521	15.8177909789991	9.98319591014162	11700	2
"302"	317	2	"1"	"2"	"1"	"1"	"1"	"2"	1	8	12	1	1	1	3	1	5	3	5	5	1	0.435	1	192	1	1	0	3	4	5	2	2	4	2	0.125	0.435	0.517	7.4	18	24.6666666666667	5.9	20	17.7	6.1	20	18.3	5.93585378835139	22.2861666639646	26.7342917229076	15.9808204197341	11200	4
"303"	318	3	"1"	"1"	"1"	"1"	"2"	"2"	1	22	12	1	1	5	1	3	1	1	1	1	1	0.091	0.192	249	1	1	0	10	2	2	2	2	4	3	0.171	0.445	0.239	3.5	10	21	3.6	11	19.6363636363636	4.4	12	22	2.34504827198411	9.6383333325386	19.650266757993	14.5982600377639	8000	2
"304"	319	1	"1"	"2"	"1"	"1"	"2"	"2"	1	5	12	0	1	5	1	5	1	3	1	1	5	0.161	0.14	259	0	5	1	3	1	1	3	1	2	1	0.18	0.22	0.214	4.3	13	19.8461538461538	4.2	16	15.75	0	0	0	3.87855660099645	15.8233333309491	26.6352088722746	14.7069767913325	8400	1
"305"	320	2	"1"	"1"	"1"	"1"	"1"	"1"	1	5	11	2	2	5	1	5	1	3	1	1	1	0.139	0.135	52	2	3	3	9	1	1	1	2	1	1	0.13	0.146	0.246	6.3	20	18.9	8.2	23	21.3913043478261	0	0	0	6.09240035980642	19.7797666668892	24.4919085544069	18.4807044362306	11500	1
"306"	321	2	"1"	"1"	"1"	"1"	"1"	"1"	1	1	10	1	2	1	1	3	1	1	1	1	1	0.06	0.254	98	1	1	0	9	3	2	2	3	3	1	0.211	0.35	0.255	6.3	15	25.2	6	17	21.1764705882353	6.8	18	22.6666666666667	6.53285073898882	16.7752333323161	31.1669127400691	23.3660561718822	12000	1
"307"	322	3	"1"	"2"	"1"	"1"	"2"	"1"	1	28	14	4	1	5	3	5	1	1	1	1	1	0.429	0.062	65	4	1	0	1	4	4	1	1	1	1	0.034	0.185	0.525	5.4	11	29.4545454545455	5.3	13	24.4615384615385	6.2	14	26.5714285714286	4.76178389739502	10.9874333341916	38.2721616813202	26.0030732522957	10000	1
"308"	323	3	"1"	"6"	"2"	"1"	"2"	"1"	1	34	14	1	1	5	1	5	1	3	1	1	1	0.139	0.135	257	1	1	0	8	1	1	1	1	1	1	0.075	0.155	0.259	3.8	14	16.2857142857143	5.6	15	22.4	5.3	16	19.875	3.79450323584655	25.5775000015895	100.124120286426	8.90119027022363	8500	1
"309"	324	2	"1"	"3"	"1"	"2"	"2"	"1"	1	9	15	4	1	5	1	5	1	5	3	1	1	0.15	0.259	371	4	1	0	6	1	1	1	1	1	1	0.073	0.152	0.26	9.3	21	26.5714285714286	0	0	0	0	0	0	8.33966518322624	29.827999997139	29.704635784795	16.7755099584809	16000	4
